A	B	A0B0	A1B0	A2B0	A0B1	A1B1	A2B1	A0B2	A1B2	A2B2	fstW	fstU	dxy
TimbTan_0801	TimbEth_0860	1445770813	372324	149832	423271	435367	318672	140009	184829	7877340	0.374908083403014	0.28540706665929	0.000794871466060857
TimbTan_0801	TimbEth_0861	1445940881	359785	143209	432945	439609	280337	128119	176510	7749684	0.364114186099793	0.276109904511436	0.000766612972091233
TimbTan_0801	TimbEth_0862	1445748845	362885	141867	432718	448749	241331	125694	180862	7967234	0.359487152235102	0.270879672572238	0.000756248658739393
TimbTan_0801	TimbTan_0820	1445764646	291703	61555	328929	494103	315057	57915	191207	7822008	0.241874061461155	0.189834464158799	0.000639010628815168
TimbTan_0802	TimbTan_0803	1444981435	298079	52428	300560	558243	207847	52460	217690	8621806	0.203709417780989	0.1542096370133	0.00061575161140949
TimbTan_0802	TimbTan_0804	1445063492	297514	57295	306334	552667	240295	57204	214554	8516013	0.216085023852191	0.164077720344353	0.00063229410145349
TimbTan_0802	TimbTan_0805	1444959035	303951	56240	302923	552071	209792	55819	221632	8644491	0.212839037516756	0.161025703681252	0.000623403963617674
TimbTan_0802	TimbTan_0806	1445462407	288810	51716	299665	520946	246896	50203	206447	8150325	0.213665556814721	0.1655228052428	0.000606963999369151
TimbTan_0802	TimbTan_0807	1445468479	294865	55300	306170	519845	248978	54087	206588	8143131	0.221528652012938	0.171016741674096	0.000616788000499497
TimbTan_0802	TimbTan_0808	1446566376	268339	55243	279642	456516	265857	54597	180847	7117425	0.238837874550412	0.185279993713597	0.00057408930503531
TimbTan_0802	TimbTan_0809	1445273867	298619	52970	300955	525039	225115	51368	213761	8349239	0.214321465552023	0.165170008639985	0.000608869663039397
TimbTan_0802	TimbTan_0810	1445438740	271683	43894	309483	550730	333095	40724	196379	8068077	0.194401562469841	0.155358837899611	0.000628964944685333
TimbTan_0802	TimbKen_0811	1445355006	323076	83447	408010	522730	264191	67917	194098	8250996	0.260539210942048	0.200475028025688	0.000692159141825105
TimbTan_0802	TimbKen_0812	1445435521	331110	91723	434101	513929	268162	71526	188483	8180926	0.272743200941222	0.210225128495154	0.000708437329221372
TimbTan_0802	TimbKen_0813	1445109074	382401	136611	480656	496201	228133	114343	201248	8552365	0.334994363064077	0.253171261782784	0.00078675048984921
TimbTan_0802	TimbKen_0814	1445439904	362677	123383	511103	496650	288212	89762	180871	8181384	0.312631327613213	0.2412559715257	0.000778265973031299
TimbTan_0802	TimbKen_0815	1445421811	324359	87552	422538	520416	280972	68967	191306	8172516	0.265979710248012	0.205388224663478	0.000705133111087558
TimbTan_0802	TimbKen_0816	1445316303	425478	89232	424868	376868	255618	72148	252104	8386128	0.315803047032539	0.257576620492928	0.000706821163538691
TimbTan_0802	TimbKen_0817	1445297256	365636	125674	521783	504006	281086	90304	184952	8319721	0.312352755582676	0.240724637611262	0.00078636878133246
TimbTan_0802	TimbEth_0860	1445703802	380306	148450	422274	442786	320022	139890	193293	7927118	0.371555546801258	0.283033898202966	0.000802155797729437
TimbTan_0802	TimbEth_0861	1445877037	371027	138939	435690	441606	282915	124803	187026	7798437	0.358826843736103	0.273507076500609	0.00077138613679916
TimbTan_0802	TimbEth_0862	1445686100	373502	139815	434338	452248	243016	124572	190725	8014932	0.356287200188248	0.269376820534609	0.0007634351937288
TimbTan_0802	TimbTan_0820	1445717915	307228	65787	336642	492904	315691	62981	199919	7860592	0.251177012649745	0.197041016151345	0.000656167699918361
TimbTan_0803	TimbTan_0804	1445047584	302880	52840	308957	549769	242000	52435	206721	8540947	0.209137135567092	0.160607180453275	0.000625600161062691
TimbTan_0803	TimbTan_0805	1444937854	302577	51605	297961	560075	208805	52425	209329	8670958	0.201994768694474	0.152661741078388	0.000613899995542405
TimbTan_0803	TimbTan_0806	1445455337	289289	53211	297599	526266	244281	51587	194293	8166844	0.213472743610299	0.163714102082712	0.000605150062159193
TimbTan_0803	TimbTan_0807	1445448282	292053	51300	299310	531117	245869	51412	192595	8169158	0.210409533385267	0.161661224836545	0.000606882067270391
TimbTan_0803	TimbTan_0808	1446539555	267773	51170	275944	463863	264300	51577	169146	7150157	0.228721181643709	0.177388126363138	0.0005657236508683
TimbTan_0803	TimbTan_0809	1445251546	300343	53878	299066	530951	222919	53261	200775	8380830	0.213946626915459	0.163249945470916	0.000607551643760476
TimbTan_0803	TimbTan_0810	1445448082	292263	54064	326756	532938	335393	51248	188593	8082015	0.219435443674498	0.173286624692516	0.000648166111467259
TimbTan_0803	TimbKen_0811	1445338797	324645	82513	406329	526833	263198	67471	183193	8275000	0.257868859166356	0.197838184169623	0.000688495394236358
TimbTan_0803	TimbKen_0812	1445421631	333947	92921	433314	517111	267834	73695	177370	8203075	0.273906571366151	0.210105657373656	0.000708615040441694
TimbTan_0803	TimbKen_0813	1445094246	384205	134269	478515	500585	227641	113070	189325	8575224	0.331602305516886	0.250067485035748	0.000781395055075607
TimbTan_0803	TimbKen_0814	1445422334	364931	122511	510198	500534	287411	89275	169742	8207000	0.310594336316863	0.239183632478758	0.000775032081085499
TimbTan_0803	TimbKen_0815	1445411627	326502	84838	420964	523273	280750	67548	180631	8190740	0.261818823318402	0.202127595596229	0.000699728742933156
