P1	P2	P3	Dstatistic	Z-score	p-value	BBAA	ABBA	BABA
TimbTan	TimbSom	ScafKen	0.0100625	2.839	0.00452552	941837	26638	26107.2
TimbUga	TimbSom	ScafKen	0.0124995	4.18884	2.80384e-05	917722	27693	27009.2
ToryBot	ScafKen	TimbSom	0.0532714	20.2555	2.3e-16	660500	539177	484637
ToryEth	ScafKen	TimbSom	0.0529176	20.2614	2.3e-16	664237	541099	486710
ToryKen	ScafKen	TimbSom	0.0547547	20.8793	2.3e-16	651015	532859	477535
ToryNam	ScafKen	TimbSom	0.0531601	20.0531	2.3e-16	663374	541123	486495
ToryRSA	ScafKen	TimbSom	0.0569664	20.3958	2.3e-16	616742	508172	453395
ToryTan	ScafKen	TimbSom	0.0534353	20.5822	2.3e-16	659869	539509	484776
ToryZam	ScafKen	TimbSom	0.0534817	20.3354	2.3e-16	662866	540768	485862
ToryZim	ScafKen	TimbSom	0.0554956	22.0746	2.3e-16	642963	527942	472426
TscrGha	ScafKen	TimbSom	0.0284144	15.9375	2.3e-16	721819	464412	438749
TspeBot	ScafKen	TimbSom	0.0539409	34.7298	2.3e-16	692020	522080	468640
TspeCam	ScafKen	TimbSom	0.0552637	32.2319	2.3e-16	697268	525823	470749
TspeCon	ScafKen	TimbSom	0.0544793	32.0645	2.3e-16	696110	524510	470313
TspeDRC	ScafKen	TimbSom	0.0552522	32.904	2.3e-16	696353	525526	470494
TspeGha	ScafKen	TimbSom	0.0535453	32.0806	2.3e-16	692377	521426	468424
